MR	p_mu	mean_mu	var_mu	max_loglikelihood
1.273	7.469829586933472e-05	0.004193004987117001	5.7918006310640455e-06	-8342.827066340069
1.309	6.871339510531688e-05	0.00415092574802111	6.715641328517501e-06	-7424.797575055138
1.347	5.253667694235691e-05	0.0044792613959486706	6.813054700811503e-06	-10141.691583633063
1.386	5.6753122743155616e-05	0.004625091227390949	6.499457494672669e-06	-10822.498924011115
1.427	0.00010025779716044478	0.004818528906793688	3.853013383861128e-06	-10839.329103234533
1.47	0.0001142596845047852	0.004375818728025816	3.9153054729705684e-06	-16198.17328676521
1.514	0.00016799248119219774	0.004982546820239994	1.4682728745735201e-06	-15961.60119148047
1.561	0.00011512466092914476	0.0053834841174936745	3.4531647244140235e-06	-19212.778821179436
1.609	0.0001983736414332402	0.005187430657597304	3.339915264e-14	-27405.934458949687
1.661	0.00015885776509416217	0.005443808659168492	2.1621975344007177e-06	-28155.443512795187
1.715	0.00013630684516792864	0.00575088963187131	3.350585570690485e-06	-37015.31540313677
1.772	0.000272503439916295	0.005707191806313823	2.0998073579792456e-06	-38182.097137741526
1.833	0.021058960670953718	0.006067955226139458	3.3399152639999996e-14	-44008.77659530764
1.897	5.907917875182135e-05	0.006150519056072843	3.309095740959538e-06	-48662.42809683694
1.966	0.00021130905229071006	0.006313664236047947	1.9023360085411716e-06	-55926.39028749251
2.04	0.059993775161027225	0.006980697600646536	3.339915264e-14	-62774.456496706174
2.12	0.0658850569430243	0.007277629263462027	3.768325227233419e-14	-74114.87778897831
2.207	0.00016605279629352035	0.006944807897932219	8.367954093982016e-07	-63203.16083951156
2.303	0.03598501291581124	0.0074584423393020145	3.3399152639999996e-14	-67569.60362171769
2.408	0.042479254781137614	0.007921225180592809	3.339915264e-14	-64973.720950858435
2.526	0.026205635691353812	0.00818336568945675	3.339915264e-14	-50751.58643537454
2.659	0.00015918338409254095	0.008376118816148513	4.014101262134026e-06	-49970.453862954615
2.813	6.940945001528343e-05	0.00872629180063843	4.711872282869372e-06	-37528.16096235825
2.996	7.753313916761647e-05	0.009348680813124118	8.270872366878522e-06	-18557.41783753077
3.219	0.00019398569620637094	0.010045285746543944	3.7705688674304014e-06	-6192.228380505002
3.507	1.1951255758768031e-06	0.011923136049157658	3.188609162711636e-05	-1612.3614891638367
3.912	0.0	0.012509467156932012	6.973392425164372e-05	-324.529449083842
