MR	p_mu	mean_mu	var_mu	max_loglikelihood
1.109	0.00010469389830802792	0.0028424198919967843	3.3399152639999996e-14	-1442.3584134636433
1.139	0.00016088149994444232	0.0029341785752866386	3.3399152639999996e-14	-1507.3113813630482
1.171	0.00018978341986538845	0.003041158256696763	3.339915264e-14	-1229.5460526019478
1.204	0.00015934289345456322	0.0030906089884350793	3.339915264e-14	-2394.827784549254
1.238	0.00012340379774205168	0.0033462640771946255	9.007366997138789e-07	-2614.126993536918
1.273	4.522442722976273e-05	0.003779363983161196	1.888051977305258e-05	-3731.6074208664845
1.309	0.0001091581871024424	0.003777782237889603	3.099886265422462e-06	-3411.7562006598882
1.347	9.109521370260915e-05	0.0038409086971232286	7.3640264787000726e-06	-4427.652538439843
1.386	5.826000816596489e-05	0.003921405252333346	1.0888888902172035e-05	-4821.44057363517
1.427	0.00017117275517270072	0.003879757320979873	3.3399152639999996e-14	-4639.222117753412
1.47	0.00016341333055933403	0.003656061502900012	2.8057579335949742e-06	-6944.310446431757
1.514	0.00010834667404042727	0.004223254075628627	1.976136431540027e-06	-7172.013927222692
1.561	0.00010800235549610472	0.004428069330995762	8.695345444795928e-06	-8401.841122760796
1.609	0.00011281913620329001	0.004539169981907328	6.815045059398053e-06	-12448.062190056024
1.661	9.237568132947454e-05	0.004414489013948985	7.397912749222661e-06	-12201.437346669596
1.715	7.590772235395872e-05	0.004676486655841225	9.548370412477194e-06	-16307.176787390978
1.772	7.616495954271957e-05	0.004815626215836233	7.4310844521958304e-06	-16766.36822597897
1.833	8.07474570955138e-05	0.005029905035656542	8.464912107425894e-06	-19691.48324898753
1.897	7.686754592513436e-05	0.005188323231112389	9.58266502301475e-06	-22048.37727397128
1.966	9.369994671783568e-05	0.005324410109652429	8.664209111606717e-06	-25269.27093745666
2.04	0.00012815600464453788	0.005484814099422855	4.227259733551357e-06	-28606.595686080906
2.12	8.257292588702584e-05	0.005653405575812415	1.0255197199143231e-05	-33812.30627399457
2.207	6.847982099554553e-05	0.005936357646821647	1.5244225419575296e-05	-29614.749833602153
2.303	0.00011483691792293452	0.005874047540581816	6.7813764081771645e-06	-30815.323345926598
2.408	0.00016334175142775683	0.006269070420532359	3.3399152639999996e-14	-30670.01066343529
2.526	0.00010097718159874524	0.006597567626139211	9.761670756519343e-06	-23846.477869450562
2.659	9.89989546003762e-05	0.007002243631413656	1.232056009197826e-05	-23605.009101531134
2.813	7.808383005621475e-05	0.007582319448648213	1.9618935109789255e-05	-18295.849036880576
2.996	0.00010514675854345704	0.007935002877995447	2.2653474270939373e-05	-9033.597636938124
3.219	2.484164877602619e-05	0.007524360895831363	2.2200703581469908e-05	-2882.0009340169454
3.507	7.091230034780095e-05	0.010471858342572353	3.339915264e-14	-784.6344546609722
3.912	0.0020176781814059547	0.00752974667969232	3.3399152639999996e-14	-122.65525596860866
